Tumor	GeneSet	pval	fdr5	OR	SwitchedGenes
brca	HALLMARK_FATTY_ACID_METABOLISM	1.0	1.0	0.0	
brca	HALLMARK_APOPTOSIS	0.003821336898075132	0.03248136363363862	5.180199369515209	DNAJA1,FASLG,PEA15,SQSTM1,TGFB2
brca	HALLMARK_COAGULATION	0.5340947831893958	0.9079611314219729	1.3262974649113264	CTSH
brca	HALLMARK_UV_RESPONSE_DN	0.24466033494433143	0.4991070832864361	2.153628318584071	PIAS3,SFMBT1
brca	HALLMARK_COMPLEMENT	0.03456580157766372	0.16278971428006933	3.416185784658691	CBLB,CTSH,GRB2,PIM1
brca	HALLMARK_XENOBIOTIC_METABOLISM	0.32999489098295753	0.6233236829678087	1.721985815602837	PTGES3,TGFB2
brca	HALLMARK_G2M_CHECKPOINT	0.038303462183545724	0.16278971428006933	3.300952380952381	CTCF,HNRNPU,KPNB1,UPF1
brca	HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.0	1.0	0.0	
brca	HALLMARK_PI3K_AKT_MTOR_SIGNALING	5.199020371665454e-06	0.00026515003895493815	11.833102493074792	AKT1,CAMK4,FASLG,GRB2,IL2RG,MYD88,SQSTM1
brca	HALLMARK_MITOTIC_SPINDLE	0.05549085300252772	0.20214525022349383	2.9078031212484996	ACTN4,ARHGAP10,CSNK1D,CYTH2
brca	SWI_SNF_COMPLEX	1.0	1.0	0.0	
brca	HALLMARK_PROTEIN_SECRETION	0.14646663854891018	0.3630563232964064	3.05025	ARCN1,STAM
brca	HALLMARK_INFLAMMATORY_RESPONSE	0.6663425881988867	0.9664637161198336	0.9182979366638954	ICAM1
brca	HALLMARK_NOTCH_SIGNALING	1.0	1.0	0.0	
brca	HALLMARK_SPERMATOGENESIS	0.16373128305524212	0.3630563232964064	2.8360465116279068	CAMK4,MAST2
brca	HALLMARK_IL2_STAT5_SIGNALING	0.00815223408191359	0.05939484831108472	4.284352492585793	CCND3,CD79B,CD81,NFKBIZ,PIM1
brca	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.028384482081242786	0.16084539846037577	8.167333333333334	SKP2,TP53
brca	HALLMARK_HEME_METABOLISM	0.34504334858083585	0.6284718134865224	1.6623287671232876	CCND3,RANBP10
brca	HALLMARK_APICAL_SURFACE	0.023606720427186992	0.1504928427233171	9.077037037037037	AKAP7,IL2RG
brca	HALLMARK_ALLOGRAFT_REJECTION	0.0002760898839515576	0.0053758087505301295	6.082205513784461	AKT1,CCND3,CD4,FASLG,ICAM1,IL2RG,TGFB2
brca	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	1.0	1.0	0.0	
brca	HALLMARK_TGF_BETA_SIGNALING	1.0	1.0	0.0	
brca	HALLMARK_KRAS_SIGNALING_UP	0.6956710189470812	0.9664637161198336	0.8463952029005718	IL2RG
brca	HALLMARK_MYC_TARGETS_V2	1.0	1.0	0.0	
brca	HALLMARK_HEDGEHOG_SIGNALING	1.0	1.0	0.0	
brca	HALLMARK_MYC_TARGETS_V1	0.0003898808605547928	0.0053758087505301295	5.7270580296896085	DHX15,EIF3B,HNRNPU,HSP90AB1,KPNB1,PTGES3,RSL1D1
brca	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.15505141859428523	0.3630563232964064	2.939277108433735	DCTN1,HSPA9
brca	HALLMARK_BILE_ACID_METABOLISM	0.49362444028182395	0.8680981535990697	1.4912602371348247	AR
brca	HALLMARK_PANCREAS_BETA_CELLS	1.0	1.0	0.0	
brca	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.10362891413199013	0.3523383080487664	2.7469470827679783	ICAM1,NR4A1,SQSTM1
brca	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.6931138432214978	0.9664637161198336	0.8524682255459588	QSOX1
brca	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.14341006546650975	0.3630563232964064	2.3552836052836055	ICAM1,MYD88,PIM1
brca	HALLMARK_GLYCOLYSIS	0.7201102198539937	0.9664637161198336	0.7900599270453361	QSOX1
brca	HALLMARK_HYPOXIA	0.7105769404895219	0.9664637161198336	0.8116804923735617	PIM1
brca	HALLMARK_ANDROGEN_RESPONSE	0.14646663854891018	0.3630563232964064	3.05025	AKT1,CCND3
brca	HALLMARK_INTERFERON_ALPHA_RESPONSE	1.0	1.0	0.0	
brca	HALLMARK_P53_PATHWAY	0.03603405789966872	0.16278971428006933	3.369151742329585	CCND3,CCNG1,CD81,TP53
brca	HALLMARK_UV_RESPONSE_UP	0.00042163205886510817	0.0053758087505301295	6.790736607142857	CCND3,DNAJA1,HNRNPU,ICAM1,NR4A1,SQSTM1
brca	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.7007222401605239	0.9664637161198336	0.834502200220022	HSPA9
brca	HALLMARK_DNA_REPAIR	0.26604972429323404	0.5218667668828821	2.0268333333333333	TAF9,TP53
brca	HALLMARK_MTORC1_SIGNALING	0.1453271238290669	0.3630563232964064	2.3400887859486588	CCNG1,HSPA9,SQSTM1
brca	HALLMARK_ANGIOGENESIS	1.0	1.0	0.0	
brca	HALLMARK_MYOGENESIS	0.7081438116422325	0.9664637161198336	0.8172694820502459	FLII
brca	HALLMARK_APICAL_JUNCTION	0.15700484077085772	0.3630563232964064	2.2528350994608664	ACTN4,ICAM1,MAP4K2
brca	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.12473470227910002	0.3630563232964064	2.5186799501867996	AMFR,AR,ASB13
brca	HALLMARK_ADIPOGENESIS	0.7404381471156007	0.9682652693050164	0.7453416149068323	UBC
brca	HALLMARK_KRAS_SIGNALING_DN	0.21426840546737985	0.4553203616181822	2.3646601941747574	SPTBN2,TGFB2
brca	HALLMARK_PEROXISOME	1.0	1.0	0.0	
brca	HALLMARK_E2F_TARGETS	0.042264854164405806	0.16580827402959203	3.1931533903884133	CSE1L,CTCF,PSIP1,TP53
brca	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0016783631755474776	0.01711930439058427	8.601688951442647	GRB2,IL2RG,MYD88,PIM1
brca	HALLMARK_ESTROGEN_RESPONSE_LATE	0.6956710189470812	0.9664637161198336	0.8463952029005718	AMFR
coad	HALLMARK_HEME_METABOLISM	0.43441277318930965	0.6980208252869929	1.3704426289476892	FOXO3,PICALM
coad	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.3149551336024663	0.6692796589052409	2.7234093637454984	TXNRD1
coad	HALLMARK_NOTCH_SIGNALING	1.0	1.0	0.0	
coad	HALLMARK_E2F_TARGETS	0.47973337984635817	0.7196000697695373	1.2517841213202499	CTCF,PSIP1
coad	HALLMARK_SPERMATOGENESIS	1.0	1.0	0.0	
coad	HALLMARK_IL2_STAT5_SIGNALING	0.20104328668907606	0.49734108098791496	1.9863837312113175	IRF8,PIM1,TNFRSF1B
coad	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.02364065767761658	0.20094559025974093	3.232651885977541	CASP8,ICAM1,IRF8,PIM1,RBCK1
coad	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.15198073204047205	0.48443858337900464	2.28978428978429	HBEGF,ICAM1,LDLR
coad	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.11575058702727244	0.45902858384667344	3.554300062774639	LDLR,SREBF2
coad	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.7766563696631162	0.9543670943911214	0.6697061803444783	TCIRG1
coad	HALLMARK_GLYCOLYSIS	0.7859493718515117	0.9543670943911214	0.6509997102289191	RBCK1
coad	HALLMARK_G2M_CHECKPOINT	0.07464675226838677	0.3806984365687725	2.6164958061509784	CTCF,HNRNPU,SMARCC1,UPF1
coad	HALLMARK_BILE_ACID_METABOLISM	0.5410687270771334	0.7665140300259389	1.3013698630136987	NR1I2
coad	HALLMARK_ESTROGEN_RESPONSE_LATE	0.420051277093064	0.6980208252869929	1.4115505335844318	AMFR,MYB
coad	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.7718609374727549	0.9543670943911214	0.6794631521673418	CDH11
coad	HALLMARK_KRAS_SIGNALING_UP	0.17991321884900452	0.49734108098791496	2.103874227961819	HBEGF,IRF8,TNFRSF1B
coad	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.19946469864163488	0.49734108098791496	2.487563284173454	AKT1,FASLG
coad	HALLMARK_ANGIOGENESIS	0.20627946635493521	0.49734108098791496	4.544617847138856	FGFR1
coad	HALLMARK_HYPOXIA	0.43797385116046617	0.6980208252869929	1.3605326876513317	FOXO3,PIM1
coad	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.057465362321567216	0.366341684799991	3.5761316872427984	DCP1A,EXOC2,SHC1
coad	HALLMARK_MYC_TARGETS_V2	1.0	1.0	0.0	
coad	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.1331196318618407	0.45902858384667344	3.2516518241884516	PIM1,TNFRSF1B
coad	HALLMARK_MYC_TARGETS_V1	0.022507153927769703	0.20094559025974093	3.276626787277502	EIF4H,HNRNPR,HNRNPU,SMARCC1,UBE2L3
coad	HALLMARK_APICAL_JUNCTION	0.0012226362399574712	0.031177224118915516	4.668468254439627	ACTN4,CDH11,ICAM1,LDLRAP1,MAP4K2,SHC1,VASP
coad	HALLMARK_MYOGENESIS	0.4128023798272751	0.6980208252869929	1.433031731872053	ERBB3,HBEGF
coad	HALLMARK_KRAS_SIGNALING_DN	0.591418271422657	0.7937455748040922	1.1298519407763106	PDCD1
coad	HALLMARK_ADIPOGENESIS	0.46255767356858235	0.7148618591514454	1.2949383143087743	MAP4K3,UBC
coad	HALLMARK_P53_PATHWAY	0.0677789115764415	0.3806984365687725	2.7091873643597784	FOXO3,HBEGF,MDM2,POLH
coad	HALLMARK_MITOTIC_SPINDLE	7.67598968092675e-05	0.003914754737272643	5.578676836345548	ACTN4,ARHGAP10,ARHGEF2,CDC42BPA,EZR,LATS1,MAP3K11,NCK2,STK38L
coad	HALLMARK_HEDGEHOG_SIGNALING	1.0	1.0	0.0	
coad	HALLMARK_UV_RESPONSE_UP	0.33435507065324027	0.6820843441326102	1.7049031476997578	HNRNPU,ICAM1
coad	HALLMARK_UV_RESPONSE_DN	0.1187565685211697	0.45902858384667344	2.5792124542124544	CDC42BPA,CDK13,LDLR
coad	HALLMARK_APOPTOSIS	0.1350084070137275	0.45902858384667344	2.425985778926955	CASP8,ERBB3,FASLG
coad	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.43441277318930965	0.6980208252869929	1.3704426289476892	AMFR,MYB
coad	HALLMARK_MTORC1_SIGNALING	0.2145392898379241	0.49734108098791496	1.9193162393162393	ATP2A2,LDLR,TXNRD1
coad	HALLMARK_ANDROGEN_RESPONSE	0.5692499626263503	0.7846418403768612	1.2018934155940857	AKT1
coad	HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.0	1.0	0.0	
coad	HALLMARK_APICAL_SURFACE	1.0	1.0	0.0	
coad	HALLMARK_INFLAMMATORY_RESPONSE	0.012695705745279093	0.16187024825230845	3.8213315217391304	ATP2A2,HBEGF,ICAM1,LDLR,TNFRSF1B
coad	HALLMARK_DNA_REPAIR	0.7179210061501454	0.9388197772732672	0.7950709695642963	POLH
coad	HALLMARK_PROTEIN_SECRETION	0.0494831010184655	0.3605197359916772	3.813090418353576	ARCN1,ATP1A1,STAM
coad	SWI_SNF_COMPLEX	0.12755907059444513	0.45902858384667344	7.959383753501401	SMARCC1
coad	HALLMARK_ALLOGRAFT_REJECTION	0.004082597414770806	0.0694041560511037	4.2555850056796665	AKT1,CD4,FASLG,ICAM1,IKBKB,IRF8
coad	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5263000175020289	0.7665140300259389	1.3575030012004803	CASP8
coad	HALLMARK_TGF_BETA_SIGNALING	1.0	1.0	0.0	
coad	HALLMARK_FATTY_ACID_METABOLISM	1.0	1.0	0.0	
coad	HALLMARK_XENOBIOTIC_METABOLISM	0.40184757660580495	0.6980208252869929	1.4664928292046937	ATP2A2,IRF8
coad	HALLMARK_COMPLEMENT	0.43441277318930965	0.6980208252869929	1.3704426289476892	CTSH,PIM1
coad	HALLMARK_PEROXISOME	0.19946469864163488	0.49734108098791496	2.487563284173454	NR1I2,SMARCC1
coad	HALLMARK_PANCREAS_BETA_CELLS	1.0	1.0	0.0	
coad	HALLMARK_COAGULATION	0.24556402824535936	0.5445115408918838	2.1498762140544656	CTSH,PROC
hnsc	HALLMARK_INFLAMMATORY_RESPONSE	0.13675336262715607	0.4756330952133138	1.8906302662622176	CALCRL,HBEGF,HIF1A,ICAM1,IL10RA
hnsc	SWI_SNF_COMPLEX	1.0	1.0	0.0	
hnsc	HALLMARK_NOTCH_SIGNALING	0.3500193349672227	0.7112158172482858	2.4205128205128204	PPARD
